Category,ModelName,FilePath,FileType,FileSize
Generic,shelves_high2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\shelves_high2_no_collision\meshes\shelves_high2.dae,.dae,5447.65 KB
Generic,small_box,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\small_box\meshes\small_box.dae,.dae,21.14 KB
Generic,x8_elevon_left,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\standard_vtol\meshes\x8_elevon_left.dae,.dae,31.35 KB
Generic,x8_elevon_right,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\standard_vtol\meshes\x8_elevon_right.dae,.dae,31.73 KB
Generic,x8_wing,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\standard_vtol\meshes\x8_wing.dae,.dae,1803.67 KB
Generic,hokuyo,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\stereo_camera\meshes\hokuyo.dae,.dae,85.8 KB
Generic,pacflyer_s100_mockup,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\tailsitter\meshes\pacflyer_s100_mockup.dae,.dae,8547.19 KB
Generic,propeller_cw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\techpod\meshes\propeller_cw.dae,.dae,345.91 KB
Generic,techpod_aileron_left,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\techpod\meshes\techpod_aileron_left.dae,.dae,185.22 KB
Generic,techpod_aileron_right,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\techpod\meshes\techpod_aileron_right.dae,.dae,186.28 KB
Generic,techpod_body,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\techpod\meshes\techpod_body.dae,.dae,6347.61 KB
Generic,techpod_elevator,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\techpod\meshes\techpod_elevator.dae,.dae,78.17 KB
Generic,techpod_flap_left,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\techpod\meshes\techpod_flap_left.dae,.dae,27.54 KB
Generic,techpod_flap_right,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\techpod\meshes\techpod_flap_right.dae,.dae,27.91 KB
Generic,techpod_rudder,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\techpod\meshes\techpod_rudder.dae,.dae,71.72 KB
Generic,x8_elevon_left,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\tiltrotor\meshes\x8_elevon_left.dae,.dae,31.35 KB
Generic,x8_elevon_right,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\tiltrotor\meshes\x8_elevon_right.dae,.dae,31.73 KB
Generic,x8_wing,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\tiltrotor\meshes\x8_wing.dae,.dae,1803.67 KB
Generic,BlueROV2heavy,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\uuv_bluerov2_heavy\meshes\BlueROV2heavy.dae,.dae,552.71 KB
Generic,prop,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\PX4\PX4-SITL_gazebo-classic-main\models\uuv_bluerov2_heavy\meshes\prop.dae,.dae,82.11 KB
Generic,ardrone,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\ardrone.dae,.dae,17757.42 KB
Generic,d435_simple,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\d435_simple.dae,.dae,2525.05 KB
Generic,firefly,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\firefly.dae,.dae,5925.96 KB
Generic,hummingbird,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\hummingbird.dae,.dae,10700.28 KB
Generic,neo11_propeller_ccw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\neo11_propeller_ccw.dae,.dae,1202.04 KB
Generic,neo11_propeller_cw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\neo11_propeller_cw.dae,.dae,1198.64 KB
Generic,neo11,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\neo11.dae,.dae,6295.88 KB
Generic,neo9_propeller_ccw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\neo9_propeller_ccw.dae,.dae,1114.09 KB
Generic,neo9_propeller_cw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\neo9_propeller_cw.dae,.dae,1110.5 KB
Generic,neo9,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\neo9.dae,.dae,6285.91 KB
Generic,pelican,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\pelican.dae,.dae,1306.88 KB
Generic,propeller_ccw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\propeller_ccw.dae,.dae,21.95 KB
Generic,propeller_cw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\propeller_cw.dae,.dae,15.13 KB
Generic,vi_camera,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\vi_camera.dae,.dae,55.32 KB
Generic,vi_sensor,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\vi_sensor.dae,.dae,18945.19 KB
Generic,omav_core,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\omav\omav_core.dae,.dae,1204.7 KB
Generic,omav_tiltarm,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\omav\omav_tiltarm.dae,.dae,165.62 KB
Generic,techpod_aileron_left,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\techpod\techpod_aileron_left.dae,.dae,185.22 KB
Generic,techpod_aileron_right,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\techpod\techpod_aileron_right.dae,.dae,186.28 KB
Generic,techpod_body,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\techpod\techpod_body.dae,.dae,6347.61 KB
Generic,techpod_elevator,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\techpod\techpod_elevator.dae,.dae,78.17 KB
Generic,techpod_flap_left,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\techpod\techpod_flap_left.dae,.dae,27.54 KB
Generic,techpod_flap_right,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\techpod\techpod_flap_right.dae,.dae,27.91 KB
Generic,techpod_rudder,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_description\meshes\techpod\techpod_rudder.dae,.dae,71.72 KB
Generic,big_box,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\big_box\meshes\big_box.dae,.dae,21.15 KB
Generic,big_box,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\big_box2\meshes\big_box.dae,.dae,21.15 KB
Generic,big_box,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\big_box3\meshes\big_box.dae,.dae,21.14 KB
Generic,big_box,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\big_box4\meshes\big_box.dae,.dae,21.14 KB
Generic,europallet,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\europallet\meshes\europallet.dae,.dae,107.87 KB
Generic,body,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\plane\meshes\body.dae,.dae,766.57 KB
Generic,propeller_ccw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\plane\meshes\propeller_ccw.dae,.dae,21.95 KB
Generic,propeller_cw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\plane\meshes\propeller_cw.dae,.dae,15.13 KB
Generic,shelves_high_collision,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\shelves_high\meshes\shelves_high_collision.dae,.dae,27.87 KB
Generic,shelves_high,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\shelves_high\meshes\shelves_high.dae,.dae,7038.1 KB
Generic,shelves_high2_collision,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\shelves_high2\meshes\shelves_high2_collision.dae,.dae,32.48 KB
Generic,shelves_high2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\shelves_high2\meshes\shelves_high2.dae,.dae,5447.65 KB
Generic,shelves_high2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\shelves_high2_no_collision\meshes\shelves_high2.dae,.dae,5447.65 KB
Generic,small_box,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\small_box\meshes\small_box.dae,.dae,21.14 KB
Generic,x8_elevon_left,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\standard_vtol\meshes\x8_elevon_left.dae,.dae,31.35 KB
Generic,x8_elevon_right,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\standard_vtol\meshes\x8_elevon_right.dae,.dae,31.73 KB
Generic,x8_wing,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\standard_vtol\meshes\x8_wing.dae,.dae,1803.67 KB
Generic,pacflyer_s100_mockup,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\tailsitter\meshes\pacflyer_s100_mockup.dae,.dae,8547.19 KB
Generic,propeller_ccw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\tailsitter\meshes\propeller_ccw.dae,.dae,21.95 KB
Generic,propeller_cw,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\RotorS\rotors_simulator-master\rotors_gazebo\models\tailsitter\meshes\propeller_cw.dae,.dae,15.13 KB
Generic,add-on_for_load_support,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\grip_load\add-on_for_load_support.stl,.stl,192.76 KB
Generic,load_for_magnetic_grip,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\grip_load\load_for_magnetic_grip.stl,.stl,208.29 KB
Generic,tennis_ball_stand_for_magnetic_grip,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\grip_load\tennis_ball_stand_for_magnetic_grip.stl,.stl,88.66 KB
Generic,battery_holder,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\stl\battery_holder.stl,.stl,1093.83 KB
Generic,camera_case,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\stl\camera_case.stl,.stl,2910.63 KB
Generic,camera_mount,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\stl\camera_mount.stl,.stl,1167.56 KB
Generic,camera_plate,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\stl\camera_plate.stl,.stl,86.21 KB
Generic,grip_left,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\stl\grip_left.stl,.stl,1250.96 KB
Generic,grip_right,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\stl\grip_right.stl,.stl,1250.96 KB
Generic,mounting_deck_small,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Clover\clover-master\docs\assets\stl\mounting_deck_small.stl,.stl,245 KB
Generic,glass,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\bus_stop\meshes\glass.STL,.STL,0.67 KB
Generic,cordless_drill,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cordless_drill\meshes\cordless_drill.stl,.stl,55.06 KB
Generic,cube_20k,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cube_20k\meshes\cube_20k.stl,.stl,667.27 KB
Generic,arm,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\demo_joint_damping\meshes\arm.stl,.stl,143.25 KB
Generic,arm,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\demo_joint_friction\meshes\arm.stl,.stl,143.25 KB
Generic,arm,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\demo_joint_stiffness\meshes\arm.stl,.stl,143.25 KB
Generic,coupling,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\fire_hose_long\meshes\coupling.stl,.stl,264.54 KB
Generic,coupling2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\fire_hose_long\meshes\coupling2.stl,.stl,14.14 KB
Generic,nozzle,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\fire_hose_long\meshes\nozzle.stl,.stl,107.11 KB
Generic,nozzle2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\fire_hose_long\meshes\nozzle2.stl,.stl,111.8 KB
Generic,coupling_hexagon,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\fire_hose_long_curled\meshes\coupling_hexagon.stl,.stl,3.4 KB
Generic,coupling,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\fire_hose_long_curled\meshes\coupling.stl,.stl,264.54 KB
Generic,coupling2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\fire_hose_long_curled\meshes\coupling2.stl,.stl,14.14 KB
Generic,nozzle,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\fire_hose_long_curled\meshes\nozzle.stl,.stl,53.6 KB
Generic,nozzle2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\fire_hose_long_curled\meshes\nozzle2.stl,.stl,111.8 KB
Generic,hokuyo_convex,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\hokuyo\meshes\hokuyo_convex.stl,.stl,7.31 KB
Generic,base_link,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\husky\meshes\base_link.stl,.stl,398.71 KB
Generic,bumper,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\husky\meshes\bumper.stl,.stl,193.64 KB
Generic,top_plate,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\husky\meshes\top_plate.stl,.stl,887.19 KB
Generic,user_rail,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\husky\meshes\user_rail.stl,.stl,434.46 KB
Generic,wheel,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\husky\meshes\wheel.stl,.stl,1330.94 KB
Generic,base_link,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\base_link.stl,.stl,7.6 KB
Generic,elbow,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\elbow.stl,.stl,71.27 KB
Generic,forearm,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\forearm.stl,.stl,73.18 KB
Generic,humerus,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\humerus.stl,.stl,53.21 KB
Generic,index0,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\index0.stl,.stl,37.58 KB
Generic,index1,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\index1.stl,.stl,114.1 KB
Generic,index2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\index2.stl,.stl,79.62 KB
Generic,index3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\index3.stl,.stl,232.02 KB
Generic,middle0,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\middle0.stl,.stl,40.95 KB
Generic,middle1,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\middle1.stl,.stl,125.57 KB
Generic,middle2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\middle2.stl,.stl,101.94 KB
Generic,middle3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\middle3.stl,.stl,134.36 KB
Generic,palm,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\palm.stl,.stl,177.62 KB
Generic,pinky0,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\pinky0.stl,.stl,42.37 KB
Generic,pinky1,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\pinky1.stl,.stl,120.74 KB
Generic,pinky2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\pinky2.stl,.stl,90.51 KB
Generic,pinky3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\pinky3.stl,.stl,170.39 KB
Generic,ring0,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\ring0.stl,.stl,42.56 KB
Generic,ring1,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\ring1.stl,.stl,123.62 KB
Generic,ring2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\ring2.stl,.stl,101.94 KB
Generic,ring3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\ring3.stl,.stl,113.17 KB
Generic,shoulder,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\shoulder.stl,.stl,35.92 KB
Generic,thumb0,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\thumb0.stl,.stl,16.98 KB
Generic,thumb1,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\thumb1.stl,.stl,64.83 KB
Generic,thumb2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\thumb2.stl,.stl,78.99 KB
Generic,thumb3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\thumb3.stl,.stl,113.95 KB
Generic,wristx,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\wristx.stl,.stl,86.21 KB
Generic,wristy,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\mpl_right_arm\meshes\wristy.stl,.stl,126.89 KB
